Designation OSE;Localisation;Type de structure;Taille;Secteurs;Sous-secteurs;Activités;Extra - Fourniture de service;Extra - Établissement principal;Resultat;Points d'attention;Code
Non;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Gestionnaire de réseau de distribution;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1242
Non;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Gestionnaire de réseau de transport;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1243
Non;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Opérateur désigné du marché ou NEMO;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1244
Non;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Producteurs;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1245
Non;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1246
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Entreprises de fourniture;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1247
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires de réseau de distribution;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1248
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaire de réseau de transport;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1249
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires d'installation de stockage;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1250
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires d'installation de GNL;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1251
Non;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1252
Non;France;Entreprise privée ou publique;Grande;Énergie;Hydrogène;Exploitants de systèmes de production, de stockage et de transport d'hydrogène;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1253
Non;France;Entreprise privée ou publique;Grande;Énergie;Hydrogène;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1254
Non;France;Entreprise privée ou publique;Grande;Énergie;Pétrole;Exploitants d'oléoducs;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1255
Non;France;Entreprise privée ou publique;Grande;Énergie;Pétrole;Exploitants d'installations de production, de raffinage, de traitement, de stockage et de transport de pétrole;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1256
Non;France;Entreprise privée ou publique;Grande;Énergie;Pétrole;Entités centrales de stockage;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1257
Non;France;Entreprise privée ou publique;Grande;Énergie;Pétrole;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1258
Non;France;Entreprise privée ou publique;Grande;Énergie;Réseaux de chaleur et de froid;Opérateurs de réseaux de chaleur ou de réseaux de froid;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1259
Non;France;Entreprise privée ou publique;Grande;Énergie;Réseaux de chaleur et de froid;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1260
Non;France;Entreprise privée ou publique;Grande;Énergie;Autre sous-secteur;-;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1261
Non;France;Entreprise privée ou publique;Grande;Espace;-;Exploitants d'infrastructures terrestres, détenues, gérées et exploitées par des États membres ou par des parties privées, qui soutiennent la fourniture de services spatiaux, à l'exclusion des fournisseurs de réseaux de communications électroniques publics;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1262
Non;France;Entreprise privée ou publique;Grande;Espace;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1263
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de dispositifs médicaux et de dispositifs médicaux de diagnostic in vitro;Entités fabriquant des dispositifs médicaux et entités fabriquant des dispositifs médicaux de diagnostic in vitro, à l'exception des entités fabriquant des dispositifs médicaux mentionnés à l'annexe I, point 5, cinquième tiret, de la présente directive;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1264
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de dispositifs médicaux et de dispositifs médicaux de diagnostic in vitro;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1265
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1266
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Fabrication de piles et d'accumulateurs électriques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1267
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Fabrication de fils et câbles et de matériel d'installation électrique - Fabrication de câbles de fibres optiques - Fabrication d'autres fils et câbles électroniques ou électriques - Fabrication de matériel d'installation électrique;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1268
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Fabrication d'appareils d'éclairage;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1269
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Fabrication d'appareils ménagers - Fabrication d'appareils électroménagers - Fabrication d'appareils ménagers non électriques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1270
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'équipements électriques;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1271
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication de produits informatiques, électroniques et optiques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1272
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication de composants et cartes électroniques - Fabrication de composants électroniques - Fabrication de cartes électroniques assemblées;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1273
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication d'ordinateurs et d'équipements périphériques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1274
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication d'équipements de communication;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1275
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication de produits électroniques grand public;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1276
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;"Fabrication d'instruments de mesure, d'essai et de navigation ; horlogerie";-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1277
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1278
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Fabrication de matériels optique et photographique et de supports magnétiques et optiques;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1279
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de produits informatiques, électroniques et optiques;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1280
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines et équipements n.c.a.;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1281
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines d'usage général - Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules - Fabrication d'équipements hydrauliques et pneumatiques - Fabrication d'autres pompes et compresseurs - Fabrication d'autres articles de robinetterie - Fabrication d'engrenages et d'organes mécaniques de transmission;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1282
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage général - Fabrication de fours et brûleurs et d'équipements fixes de chauffage domestique - Fabrication de matériel de levage et de manutention - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques) - Fabrication d'outillage portatif à moteur incorporé - Fabrication d'équipements aérauliques et frigorifiques industriels - Fabrication de machines diverses d'usage général;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1283
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines agricoles et forestières;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1284
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines de formage des métaux et de machines-outils;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1285
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage spécifique - Fabrication de machines pour la métallurgie - Fabrication de machines pour l'extraction ou la construction - Fabrication de machines pour l'industrie agroalimentaire - Fabrication de machines pour les industries textiles et du cuir - Fabrication de machines pour les industries du papier et du carton - Fabrication de machines pour le travail du caoutchouc ou des plastiques - Fabrication de machines de fabrication additive - Fabrication d'autres machines d'usage spécifique n.c.a.;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1286
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication de machines et équipements n.c.a.;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1287
Non;France;Entreprise privée ou publique;Grande;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Construction de véhicules automobiles;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1288
Non;France;Entreprise privée ou publique;Grande;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;"Fabrication de carrosseries de véhicules automobiles; fabrication de remorques et de semi-remorques";-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1289
Non;France;Entreprise privée ou publique;Grande;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Fabrication d'équipements automobiles - Fabrication d'équipements électriques et électroniques automobiles - Fabrication d'autres équipements automobiles;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1290
Non;France;Entreprise privée ou publique;Grande;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1291
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction navale;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1292
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction de navires et de structures flottantes civiles;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1293
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction de bateaux de plaisance;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1294
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction de bateaux et navires militaires;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1295
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction de locomotives et d'autre matériel ferroviaire roulant;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1296
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction aéronautique et spatiale - Construction aéronautique et spatiale civile - Construction aéronautique et spatiale militaire;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1297
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Construction de véhicules militaires de combat;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1298
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Fabrication de matériels de transport n.c.a. - Fabrication de motocycles - Fabrication de bicyclettes et de véhicules pour invalides - Fabrication d'autres équipements de transport n.c.a.;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1299
Non;France;Entreprise privée ou publique;Grande;Fabrication;Fabrication d'autres matériels de transport;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1300
Non;France;Entreprise privée ou publique;Grande;Fabrication;Autre sous-secteur;-;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1301
Non;France;Entreprise privée ou publique;Grande;Fabrication, production et distribution de produits chimiques;-;Entreprises procédant à la fabrication de substances et à la distribution de substances ou de mélanges et entreprises procédant à la production d'articles, à partir de substances ou de mélanges;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1302
Non;France;Entreprise privée ou publique;Grande;Fabrication, production et distribution de produits chimiques;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1303
Non;France;Entreprise privée ou publique;Grande;Gestion des déchets;-;Entreprises exécutant des opérations de gestion des déchets, à l'exclusion des entreprises pour lesquelles la gestion des déchets n'est pas la principale activité économique;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1304
Non;France;Entreprise privée ou publique;Grande;Gestion des déchets;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1305
Non;France;Entreprise privée ou publique;Grande;Infrastructure des marchés financiers;-;Exploitants de plates-formes de négociation;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale, #DORA;R1306
Non;France;Entreprise privée ou publique;Grande;Infrastructure des marchés financiers;-;Contreparties centrales;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale, #DORA;R1307
Non;France;Entreprise privée ou publique;Grande;Infrastructure des marchés financiers;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #DORA, #ResilienceEntiteCritique;R1308
Non;France;Entreprise privée ou publique;Grande;Production transformation et distribution de denrées alimentaires;-;Entreprises du secteur alimentaire qui exercent des activités de distribution en gros ainsi que de production et de transformation industrielles;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1309
Non;France;Entreprise privée ou publique;Grande;Production transformation et distribution de denrées alimentaires;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1310
Non;France;Entreprise privée ou publique;Grande;Recherche;-;Organismes de recherche;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1311
Non;France;Entreprise privée ou publique;Grande;Recherche;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1312
Non;France;Entreprise privée ou publique;Grande;Santé;-;Prestataires de soins de santé;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1313
Non;France;Entreprise privée ou publique;Grande;Santé;-;Laboratoires de référence de l'Union européenne;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1314
Non;France;Entreprise privée ou publique;Grande;Santé;-;Entités exerçant des activités de recherche et de développement dans le domaine des médicaments;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1315
Non;France;Entreprise privée ou publique;Grande;Santé;-;Entités fabriquant des produits pharmaceutiques de base et des préparations pharmaceutiques;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1316
Non;France;Entreprise privée ou publique;Grande;Santé;-;Entités fabriquant des dispositifs médicaux considérés comme critiques en cas d'urgence de santé publique;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1317
Non;France;Entreprise privée ou publique;Grande;Santé;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1318
Non;France;Entreprise privée ou publique;Grande;Services postaux et d'expédition;-;Prestataires de services postaux, y compris les prestataires de services d'expédition;-;-;Régulée EI;#CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1319
Non;France;Entreprise privée ou publique;Grande;Services postaux et d'expédition;-;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1320
Non;France;Entreprise privée ou publique;Grande;Transports;Aériens;Transporteurs aériens à des fins commerciales;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1321
Non;France;Entreprise privée ou publique;Grande;Transports;Aériens;Entités gestionnaires d'aéroports, aéroports, y compris les aéroports du réseau central, et entités exploitant les installations annexes se trouvant dans les aéroports;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1322
Non;France;Entreprise privée ou publique;Grande;Transports;Aériens;Services du contrôle de la circulation aérienne;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1323
Non;France;Entreprise privée ou publique;Grande;Transports;Aériens;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1324
Non;France;Entreprise privée ou publique;Grande;Transports;Ferroviaires;Gestionnaires des infrastructures;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1325
Non;France;Entreprise privée ou publique;Grande;Transports;Ferroviaires;Entreprises ferroviaires, y compris les exploitants d'installation de service;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1326
Non;France;Entreprise privée ou publique;Grande;Transports;Ferroviaires;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1327
Non;France;Entreprise privée ou publique;Grande;Transports;Par eau;Sociétés de transport par voie d'eau intérieure, maritime et côtier de passagers et de fret, à l'exclusion des navires exploités à titre individuel par ces sociétés;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1328
Non;France;Entreprise privée ou publique;Grande;Transports;Par eau;Entités gestionnaires des ports, y compris les installations portuaires, ainsi que les entités exploitant des infrastructures et des équipements à l'intérieur des ports;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1329
Non;France;Entreprise privée ou publique;Grande;Transports;Par eau;Exploitants de services de trafic maritime (STM);-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1330
Non;France;Entreprise privée ou publique;Grande;Transports;Par eau;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1331
Non;France;Entreprise privée ou publique;Grande;Transports;Routiers;Autorités routières chargées du contrôle de la gestion de la circulation, à l'exclusion des entités publiques pour lesquelles la gestion de la circulation ou l'exploitation de systèmes de transport intelligents constituent une partie non essentielle de leur activité générale;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1332
Non;France;Entreprise privée ou publique;Grande;Transports;Routiers;Exploitants de systèmes de transport intelligents;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1333
Non;France;Entreprise privée ou publique;Grande;Transports;Routiers;Autre activité;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1334
Non;France;Entreprise privée ou publique;Grande;Transports;Autre sous-secteur;-;-;-;Non régulée;#CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1335
Non;France;Entreprise privée ou publique;Grande;Autre secteur d'activité;-;-;-;-;Non régulée;-;R1336
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1337
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États membres de l'Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1338
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États hors Union Européenne;-;Non régulée;#OSE;R1339
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États membres de l'Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1340
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États hors Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1341
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1342
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1343
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1344
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États membres de l'Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1345
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États hors Union Européenne;-;Non régulée;#OSE;R1346
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États membres de l'Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1347
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États hors Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1348
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1349
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1350
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services DNS, à l'exclusion des opérateurs de serveurs racines de noms de domaines;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1351
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services DNS, à l'exclusion des opérateurs de serveurs racines de noms de domaines;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1352
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Registre de noms de domaines de premier niveau;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1353
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Registre de noms de domaines de premier niveau;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1354
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur des services d'enregistrement de noms de domaine;-;France;Régulée, enregistrement seul;#OSE, #EnregistrementNomsDeDomaine, #ResilienceEntiteCritique, #MecanismeExemptionSecuriteNationale;R1355
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur des services d'enregistrement de noms de domaine;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1356
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Prestataire de service de confiance qualifié;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1357
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Prestataire de service de confiance non qualifié;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1358
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services d'informatique en nuage;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1359
Ne sait pas;France;Entreprise privée ou publique;Petite;Infrastructure numérique;-;Fournisseur de services de centres de données;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1360
